Date,Price,Open,High,Low,Volume,Chg%,VIX
"Apr 22, 2015","18,243.70","18,196.85","18,297.20","17,798.65",61.97M,0.76%,17.21
"Apr 21, 2015","18,105.75","18,102.30","18,328.35","18,036.90",53.18M,-0.04%,17.03
"Apr 20, 2015","18,112.75","18,386.25","18,500.30","17,984.65",57.29M,-1.27%,16.30
"Apr 17, 2015","18,345.55","18,618.50","18,625.75","18,321.75",57.30M,-1.56%,15.04
"Apr 16, 2015","18,637.05","18,731.65","18,731.65","18,504.70",55.61M,-0.42%,14.95
"Apr 15, 2015","18,716.30","18,848.65","19,038.50","18,615.85",66.39M,-0.44%,14.62
"Apr 13, 2015","18,798.25","18,842.25","18,890.65","18,708.30",43.77M,-0.01%,14.49
"Apr 10, 2015","18,800.85","18,869.85","18,896.50","18,724.95",54.22M,-0.40%,14.26
"Apr 09, 2015","18,875.85","18,523.35","18,894.75","18,401.45",72.68M,2.49%,14.42
"Apr 08, 2015","18,416.60","18,559.55","18,595.60","18,381.55",45.75M,-0.29%,14.35
"Apr 07, 2015","18,469.30","18,666.60","18,669.60","18,351.80",53.18M,-0.73%,14.25
"Apr 06, 2015","18,605.45","18,702.60","18,702.60","18,455.20",47.59M,-0.07%,14.57
"Apr 01, 2015","18,617.85","18,204.55","18,668.85","18,131.40",45.67M,2.26%,13.67
"Mar 31, 2015","18,206.65","18,424.10","18,494.35","18,158.55",57.95M,-0.84%,14.49
"Mar 30, 2015","18,361.80","18,160.20","18,393.25","18,089.45",50.87M,1.76%,14.26
"Mar 27, 2015","18,044.80","18,013.65","18,092.40","17,719.35",79.50M,1.20%,14.50
"Mar 26, 2015","17,831.65","18,138.80","18,224.10","17,729.10",104.06M,-2.61%,15.16
"Mar 25, 2015","18,310.10","18,364.30","18,433.00","18,271.60",53.99M,-0.12%,13.14
"Mar 24, 2015","18,331.45","18,348.35","18,546.25","18,289.75",62.69M,-0.64%,13.67
"Mar 23, 2015","18,449.00","18,695.05","18,696.70","18,409.90",42.99M,-0.85%,14.27
"Mar 20, 2015","18,606.35","18,778.80","18,782.95","18,541.50",62.96M,-1.09%,14.26
"Mar 19, 2015","18,811.15","19,345.70","19,373.45","18,739.85",51.68M,-1.76%,15.20
"Mar 18, 2015","19,147.25","19,080.25","19,234.40","18,937.25",59.06M,0.47%,15.51
"Mar 17, 2015","19,058.25","18,961.30","19,121.85","18,781.50",47.74M,1.17%,15.13
"Mar 16, 2015","18,837.35","18,786.65","18,912.85","18,688.00",48.15M,0.31%,15.18
"Mar 13, 2015","18,779.80","19,359.75","19,376.85","18,737.35",54.94M,-1.89%,14.97
"Mar 12, 2015","19,141.85","19,201.10","19,255.90","19,095.30",41.37M,0.51%,14.75
"Mar 11, 2015","19,044.00","19,050.30","19,181.80","18,917.90",55.36M,-0.05%,15.13
"Mar 10, 2015","19,054.40","19,170.30","19,271.80","18,915.10",57.60M,-0.48%,15.53
"Mar 09, 2015","19,145.55","19,545.25","19,545.25","19,112.65",53.04M,-3.05%,15.81
"Mar 05, 2015","19,748.00","19,605.60","19,830.35","19,398.75",59.88M,0.53%,14.44
"Mar 04, 2015","19,643.90","20,541.65","20,541.65","19,555.10",118.68M,-1.59%,15.20
"Mar 03, 2015","19,961.20","20,043.40","20,043.40","19,821.55",58.34M,-0.23%,15.49
"Mar 02, 2015","20,008.10","19,954.50","20,065.50","19,750.85",76.97M,1.61%,15.85
"Feb 28, 2015","19,691.20","19,306.50","19,776.90","19,023.55",100.39M,3.23%,16.97
"Feb 27, 2015","19,074.55","18,659.65","19,114.45","18,654.85",69.82M,2.89%,19.57
"Feb 26, 2015","18,538.10","18,781.40","18,795.10","18,489.60",76.88M,-1.04%,20.58
"Feb 25, 2015","18,733.05","18,969.20","19,069.15","18,700.20",54.23M,-0.80%,20.78
"Feb 24, 2015","18,883.80","18,940.45","19,022.15","18,737.75",59.15M,-0.16%,21.55
"Feb 23, 2015","18,913.40","19,199.15","19,219.75","18,835.35",51.09M,-0.84%,21.63
"Feb 20, 2015","19,073.55","19,157.30","19,307.80","18,882.25",63.84M,-0.60%,21.27
"Feb 19, 2015","19,188.30","19,296.15","19,377.45","18,876.25",53.87M,-0.56%,20.40
"Feb 18, 2015","19,296.50","19,226.40","19,389.80","19,171.90",46.74M,0.56%,20.91
"Feb 16, 2015","19,189.95","19,518.85","19,532.70","19,127.15",57.73M,-0.93%,20.83
"Feb 13, 2015","19,369.70","19,284.30","19,441.00","19,164.25",114.37M,1.26%,20.10
"Feb 12, 2015","19,128.60","19,073.45","19,176.80","18,739.85",71.08M,0.99%,20.16
"Feb 11, 2015","18,940.80","18,890.75","19,051.80","18,890.75",56.94M,1.00%,20.50
"Feb 10, 2015","18,752.50","18,242.95","18,933.70","18,226.90",95.14M,1.89%,21.19
"Feb 09, 2015","18,403.85","18,650.00","18,667.05","18,379.60",60.43M,-2.04%,22.02
"Feb 06, 2015","18,786.70","19,066.25","19,119.70","18,740.35",72.60M,-1.39%,20.69
"Feb 05, 2015","19,051.90","19,170.15","19,444.65","18,977.90",70.98M,-0.64%,20.62
"Feb 04, 2015","19,174.00","19,423.25","19,423.25","19,113.35",81.36M,-1.08%,20.05
"Feb 03, 2015","19,382.95","19,941.70","19,963.70","19,303.50",107.82M,-2.43%,19.81
"Feb 02, 2015","19,865.90","19,778.95","19,991.40","19,564.50",90.69M,0.11%,20.41
"Jan 30, 2015","19,843.75","20,600.65","20,600.65","19,732.45",120.25M,-3.34%,20.17
"Jan 29, 2015","20,528.60","20,475.70","20,579.00","20,338.95",74.66M,0.18%,19.43
"Jan 28, 2015","20,491.75","20,507.50","20,907.55","20,435.00",67.84M,-0.31%,19.77
"Jan 27, 2015","20,555.25","20,179.80","20,609.25","20,098.25",54.24M,2.40%,18.09
"Jan 23, 2015","20,072.70","20,133.85","20,167.65","19,967.35",60.57M,0.78%,17.89
"Jan 22, 2015","19,917.65","19,898.50","19,964.25","19,788.70",48.97M,0.37%,18.57
"Jan 21, 2015","19,843.25","19,811.85","19,964.95","19,803.15",70.75M,0.39%,17.71
"Jan 20, 2015","19,767.05","19,446.80","19,808.25","19,446.80",53.75M,1.86%,17.27
"Jan 19, 2015","19,406.05","19,345.65","19,434.20","19,299.10",43.46M,0.95%,17.65
"Jan 16, 2015","19,223.15","19,274.15","19,275.80","19,108.35",64.06M,-0.06%,17.28
"Jan 15, 2015","19,235.65","19,340.45","19,410.40","19,061.35",86.51M,3.40%,16.16
"Jan 14, 2015","18,603.80","18,670.40","18,769.65","18,517.90",41.59M,-0.55%,17.25
"Jan 13, 2015","18,707.20","18,889.00","18,920.65","18,642.80",44.60M,-0.47%,16.48
