Date,IndexFutNet,IndexOptNet
7/6/2017,-543.59,896.34
7/5/2017,164.08,765.34
7/4/2017,147.26,151.96
7/3/2017,-533.08,1051.20
6/30/2017,-639.96,984.31
6/29/2017,-550.9,-476.88
6/28/2017,-901.67,795.35
6/27/2017,621.36,-41.21
6/23/2017,898.45,-250.59
6/22/2017,88.65,-100.76
6/21/2017,-90.73,-1099.58
6/20/2017,320.92,-480.45
6/19/2017,145.49,-937.35
6/16/2017,-276.07,-500.26
6/15/2017,-577.9,-1006.67
6/14/2017,150.19,-309.88
6/13/2017,-300.35,-120.98
6/12/2017,-1303.84,-607.30
6/9/2017,-1029.72,10.78
6/8/2017,332.06,-351.58
6/7/2017,-106.22,-18.78
6/6/2017,-199.27,-145.91
6/5/2017,194.91,477.37
6/2/2017,-210.38,-1.06
6/1/2017,344.56,-549.49
5/31/2017,1129.48,-1071.84
5/30/2017,36.2,829.23
5/29/2017,1208.32,-298.76
5/26/2017,884.24,-68.11
5/25/2017,370.95,127.82
5/24/2017,230.54,1286.73
5/23/2017,509.8,463.11
5/22/2017,-78.8,151.68
5/19/2017,333.42,670.72
5/18/2017,-140.65,-1123.77
5/17/2017,-7.86,-21.01
5/16/2017,-22.3,144.20
5/15/2017,-117.16,191.01
5/12/2017,-916.41,-190.55
5/11/2017,-154.71,434.36
5/9/2017,-394.89,382.93
5/8/2017,-1083.42,681.72
5/5/2017,-237.68,-470.43
5/4/2017,-1088.47,476.93
5/3/2017,-439,-436.46
5/2/2017,62.89,-176.20
4/28/2017,-713.51,-533.50
4/27/2017,-681.81,-794.92
4/26/2017,586.66,1381.97
4/25/2017,-804.82,1805.75
4/24/2017,403.38,1204.04
4/21/2017,-1238.64,-90.78
4/20/2017,-239.39,-477.70
4/19/2017,-1027.03,269.08
4/18/2017,-244.77,160.18
4/17/2017,-79.08,-40.22
4/13/2017,146.74,-556.58
4/12/2017,-435.22,-105.30
4/11/2017,-166.41,604.66
4/10/2017,-511.06,788.07
4/7/2017,-508.96,563.50
4/6/2017,-927.79,-168.06
4/5/2017,634.90,-291.36
4/3/2017,-99.62,156.54
3/31/2017,67.53,-304.46
3/30/2017,1244.16,-1542.04
3/29/2017,754.67,210.97
3/28/2017,299.67,865.28
3/27/2017,-488.12,-1029.07
3/24/2017,-316.27,-81.04
3/23/2017,101.39,-231.66
3/22/2017,1053.48,-1820.00
3/21/2017,-26.06,-2390.91
3/20/2017,776.69,-1280.37
3/17/2017,-137.10,-424.60
3/16/2017,857.97,-166.25
3/15/2017,-236.99,-378.88
3/14/2017,1837.13,499.16
3/10/2017,-104.44,-924.53
3/9/2017,-617.09,-525.12
3/8/2017,291.91,-1200.39
3/7/2017,66.26,-1764.20
3/6/2017,-326.91,-194.25
3/3/2017,-1337.71,3.63
3/2/2017,874.47,-265.34
3/1/2017,169.09,-1224.40
2/28/2017,-62.26,215.63
2/27/2017,-156.79,-258.06
2/23/2017,2430.70,36.51
2/22/2017,-272.14,306.04
2/21/2017,-1017.21,340.71
2/20/2017,-1141.37,539.79
2/17/2017,-718.53,-5337.21
2/16/2017,102.84,56.47
2/15/2017,688.67,-1666.91
2/14/2017,1321.00,-690.41
2/13/2017,754.31,-393.36
2/10/2017,242.88,75.80
2/9/2017,600.11,-165.24
2/8/2017,603.39,-796.68
2/7/2017,-38.81,-585.84
2/6/2017,169.75,-505.38
2/3/2017,-274.94,-58.83
2/2/2017,-258.84,-858.47
2/1/2017,119.22,-447.02
1/31/2017,-320.00,-996.23
1/30/2017,-368.88,515.85
1/27/2017,586.04,70.60
1/25/2017,567.30,1441.16
1/24/2017,371.27,-46.31
1/23/2017,352.66,-26.03
1/20/2017,436.85,-655.85
1/19/2017,-209.71,589.15
1/18/2017,-895.51,166.70
1/17/2017,-169.83,-304.82
1/16/2017,-118.92,-199.94
1/13/2017,90.68,-172.04
1/12/2017,1051.64,927.35
1/11/2017,743.99,1649.84
1/10/2017,-203.65,435.56
1/9/2017,-173.43,-140.83
1/6/2017,1673.60,347.58
1/5/2017,1673.60,347.58
1/4/2017,181.46,317.74
1/3/2017,-42.20,624.91
1/2/2017,-461.22,-167.49
12/30/2016,752.76,819.91
12/29/2016,703.23,471.30
12/28/2016,1628.24,819.04
12/27/2016,-444.82,815.18
12/26/2016,98.04,75.46
12/23/2016,-653.58,10.15
12/22/2016,-786.55,-265.66
12/21/2016,50.97,-299.99
12/20/2016,187.96,-941.75
12/19/2016,326.67,-662.97
12/16/2016,-504.48,-149.45
12/15/2016,-1520.42,-263.56
12/14/2016,-79.77,112.17
12/13/2016,235.69,-477.43
12/12/2016,-60.68,-842.30
12/9/2016,240.65,-192.03
12/8/2016,1440.51,211.07
12/7/2016,211.69,-348.19
12/6/2016,215.96,-90.79
12/5/2016,-178.57,-207.03
12/2/2016,242.27,-614.50
12/1/2016,707.56,303.60
11/30/2016,658.55,370.82
11/29/2016,615.38,833.32
11/28/2016,-122.89,752.81
11/25/2016,638.34,1033.86
11/24/2016,-1562.99,-1152.82
11/23/2016,-54.58,1457.58
11/22/2016,370.55,1396.53
11/21/2016,1170.49,684.35
11/18/2016,-597.07,842.82
11/17/2016,344.79,200.25
11/16/2016,94.27,1018.65
11/15/2016,-1356.34,-1012.67
11/11/2016,-1020.25,-1707.67
11/10/2016,204.55,558.08
11/9/2016,709.08,769.69
11/8/2016,-302.48,546.35
11/7/2016,-235.78,953.28
11/4/2016,-968.45,-600.30
11/3/2016,-416.17,-338.65
11/2/2016,-802.88,-63.39
11/1/2016,-535.32,695.55
10/28/2016,9.44,100.45
10/27/2016,819.22,-1812.53
10/26/2016,-232.18,-387.50
10/25/2016,-763.55,189.15
10/24/2016,154.73,-334.71
10/21/2016,23.95,-267.56
10/20/2016,-396.00,588.93
10/19/2016,-111.65,111.16
10/18/2016,-729.80,1223.37
10/17/2016,-1032.46,1101.15
10/14/2016,64.13,532.52
10/13/2016,-2329.88,-52.38
10/10/2016,-151.62,-308.73
10/7/2016,-892.98,70.52
10/6/2016,31.95,73.96
10/5/2016,153.73,-388.93
10/4/2016,347.34,-30.98
10/3/2016,-159.12,662.86
9/30/2016,-1379.94,488.67
9/29/2016,875.74,-137.19
9/28/2016,134.78,-356.59
9/27/2016,-356.02,-17.46
9/26/2016,-1120.86,-686.53
9/23/2016,385.66,-349.39
9/22/2016,-299.23,-127.39
9/21/2016,443.68,-502.29
9/20/2016,-89.07,-896.06
9/19/2016,-431.12,101.11
9/16/2016,426.89,-522.01
9/15/2016,-591.98,-517.72
9/14/2016,-551.17,-769.02
9/12/2016,-597.52,-922.21
9/9/2016,-372.15,-1643.24
9/8/2016,-55.80,-951.06
9/7/2016,-26.97,-1015.09
9/6/2016,331.32,1173.83
9/2/2016,-399.19,401.03
9/1/2016,363.70,-405.10
8/31/2016,2885.77,204.38
8/30/2016,2066.36,-454.32
8/29/2016,40.66,406.82
8/26/2016,1051.11,-152.74
8/25/2016,942.31,-1563.80
8/24/2016,-254.55,371.82
8/23/2016,-630.97,-524.23
8/22/2016,-456.82,-307.66
8/19/2016,232.84,158.68
8/18/2016,45.08,196.09
8/17/2016,-125.37,265.91
8/16/2016,-106.99,430.54
8/12/2016,-173.66,612.83
8/11/2016,6.39,-956.69
8/10/2016,92.63,-576.17
8/9/2016,156.00,-1121.67
8/8/2016,404.49,-612.45
8/5/2016,480.91,-15.17
8/4/2016,711.30,-195.61
8/3/2016,-32.71,-1308.03
8/2/2016,3.86,-841.07
8/1/2016,631.73,-974.76
7/29/2016,84.61,-865.84
7/28/2016,81.19,-718.17
7/27/2016,83.28,-213.21
7/26/2016,394.49,-493.94
7/25/2016,-288.08,-631.08
7/22/2016,558.66,-483.55
7/21/2016,331.96,-46.48
7/20/2016,46.39,-874.53
7/19/2016,552.52,-236.28
7/18/2016,722.82,-773.57
7/15/2016,722.82,-773.57
7/14/2016,461.01,-464.80
7/13/2016,673.03,154.03
7/12/2016,1148.66,-89.65
7/11/2016,1126.33,-548.75
7/8/2016,-221.64,281.85
7/7/2016,-224.38,-479.22
7/5/2016,129.14,-345.06
7/4/2016,75.72,503.18
7/1/2016,254.31,18.80
6/30/2016,2840.03,225.86
6/29/2016,683.13,398.91
6/28/2016,-791.95,-309.05
6/27/2016,-287.41,60.58
6/24/2016,-1767.93,14.27
6/23/2016,320.06,362.29
6/22/2016,-570.07,293.95
6/21/2016,-570.07,293.95
6/20/2016,-1335.95,290.02
6/17/2016,-480.27,-90.85
6/16/2016,-439.39,-112.19
6/15/2016,-638.73,-227.15
6/14/2016,-1880.94,-174.26
6/13/2016,-615.61,-1387.01
6/10/2016,323.29,-505.44
6/9/2016,697.55,-375.42
6/8/2016,-203.59,61.90
6/7/2016,257.16,-333.24
6/6/2016,516.59,-636.88
6/3/2016,319.32,246.45
6/2/2016,-159.07,83.16
6/1/2016,-286.54,560.75
5/31/2016,598.80,-253.85
5/30/2016,555.94,-378.13
5/27/2016,2162.48,1014.10
5/26/2016,2348.09,1214.90
5/25/2016,3343.41,167.63
5/24/2016,-373.23,351.47
5/23/2016,325.92,385.80
5/20/2016,-44.92,139.92
5/19/2016,-293.29,426.82
5/18/2016,-1281.51,285.18
5/17/2016,296.49,403.49
5/16/2016,-193.48,-405.42
5/13/2016,-237.90,-324.05
5/12/2016,420.08,339.74
5/11/2016,-962.07,1072.03
5/10/2016,-377.58,-732.09
5/9/2016,695.03,-856.87
5/6/2016,-989.07,84.74
5/5/2016,-993.10,102.26
5/4/2016,-1277.91,-627.21
5/3/2016,-984.03,-401.17
5/2/2016,-1340.33,-409.85
4/29/2016,-268.25,-609.32
4/28/2016,103.00,-1351.16
4/27/2016,843.90,168.93
4/26/2016,994.20,-870.91
4/25/2016,12.79,-43.20
4/22/2016,540.75,60.24
4/21/2016,-74.38,995.35
4/20/2016,1328.06,-577.34
4/18/2016,631.06,1026.46
4/13/2016,1679.09,-70.83
4/12/2016,116.60,-242.37
4/11/2016,-28.83,-373.83
4/8/2016,-897.28,-307.66
4/7/2016,-1473.58,124.78
4/6/2016,-769.96,505.93
4/5/2016,-1224.08,323.66
4/4/2016,97.39,-539.33
4/1/2016,-386.84,-441.63
3/31/2016,3193.59,-658.47
3/30/2016,394.63,-564.95
3/29/2016,207.50,-756.44
3/28/2016,-160.92,-1787.42
3/23/2016,739.61,-1081.85
3/22/2016,200.32,-1126.50
3/21/2016,250.89,-77.87
3/18/2016,490.91,-171.06
3/17/2016,591.98,444.25
3/16/2016,-114.85,-955.38
3/15/2016,553.68,-683.60
3/14/2016,861.07,-253.12
3/11/2016,931.61,-378.18
3/10/2016,-28.53,-635.54
3/9/2016,154.62,-1253.49
3/8/2016,803.40,349.04
3/4/2016,147.42,300.19
3/3/2016,259.68,256.07
3/2/2016,1188.84,966.32
3/1/2016,706.18,495.10
2/29/2016,668.00,629.05
2/26/2016,734.48,667.74
2/25/2016,-2435.38,468.52
2/24/2016,-491.26,350.68
2/23/2016,216.00,867.30
2/22/2016,-378.32,353.79
2/19/2016,-846.36,-33.48
2/18/2016,442.52,690.90
2/17/2016,-213.07,111.84
2/16/2016,1030.10,451.94
2/15/2016,915.26,1239.69
2/12/2016,883.34,102.28
2/11/2016,415.41,-265.47
2/10/2016,-417.58,-1268.73
2/9/2016,607.72,-1294.16
2/8/2016,-212.65,438.90
2/5/2016,23.63,-159.24
2/4/2016,890.11,30.06
2/3/2016,-352.34,-295.75
2/2/2016,-50.99,-393.22
2/1/2016,364.95,259.76
1/29/2016,1327.22,541.24
1/28/2016,-1597.81,386.54
1/27/2016,-619.33,852.27
1/25/2016,-981.98,846.20
1/22/2016,556.61,859.34
1/21/2016,329.25,373.08
1/20/2016,-86.94,646.96
1/19/2016,390.81,243.07
1/18/2016,958.11,-483.88
1/15/2016,158.07,794.35
1/14/2016,-104.97,376.11
1/13/2016,322.10,530.99
1/12/2016,-248.46,-407.89
1/11/2016,-318.72,-612.72
1/8/2016,-355.55,-367.20
1/7/2016,-1565.62,-82.34
1/6/2016,-558.91,-56.85
1/5/2016,33.87,-178.56
1/4/2016,-39.54,-259.42
1/1/2016,-74.53,-218.90
12/31/2015,-630.15,-196.72
12/30/2015,330.48,-250.61
12/29/2015,698.81,3.15
12/28/2015,-89.72,609.90
12/23/2015,354.39,100.66
12/22/2015,-175.16,42.45
12/21/2015,52.88,-394.37
12/18/2015,437.28,-947.36
12/17/2015,-525.84,25.30
12/16/2015,91.76,536.62
12/15/2015,-437.88,2.90
12/14/2015,164.73,124.15
12/11/2015,-921.22,223.44
12/10/2015,-120.35,-202.90
12/9/2015,-122.60,81.20
12/8/2015,-191.67,-192.57
12/7/2015,34.79,-40.53
12/4/2015,-965.73,-324.54
12/3/2015,-508.96,-222.36
12/2/2015,-506.26,-217.19
12/1/2015,-322.77,-204.03
11/30/2015,756.68,-261.59
11/27/2015,301.85,349.21
11/26/2015,-307.24,-745.32
11/24/2015,-141.24,380.81
11/23/2015,403.26,288.97
11/20/2015,260.53,136.48
11/19/2015,23.41,389.61
11/18/2015,138.38,253.53
11/17/2015,-138.63,-181.20
11/16/2015,-645.56,-358.08
11/13/2015,-1251.26,-343.35
11/10/2015,-19.42,67.08
11/9/2015,-1485.65,-186.52
11/6/2015,-647.89,-435.40
11/5/2015,-858.36,-1072.47
11/4/2015,-293.27,-34.48
11/3/2015,403.00,117.39
11/2/2015,-256.04,-266.92
10/30/2015,334.06,-77.28
10/29/2015,-47.81,-997.74
10/28/2015,-1281.07,-1314.98
10/27/2015,624.27,-644.99
10/26/2015,1332.09,-474.81
10/23/2015,1850.16,-452.95
10/21/2015,148.78,54.43
10/20/2015,31.40,474.94
10/19/2015,-402.89,237.92
10/16/2015,-831.45,-457.61
10/15/2015,-104.61,-196.01
10/14/2015,-872.63,-688.38
10/13/2015,-386.94,-331.07
10/12/2015,742.67,-65.48
10/9/2015,437.67,-534.27
10/8/2015,575.39,-631.37
10/7/2015,1139.59,-462.69
10/6/2015,251.36,461.88
10/5/2015,1626.93,671.36
10/1/2015,964.10,-130.57
9/30/2015,-144.12,-110.59
9/29/2015,-518.88,134.93
9/28/2015,8.08,24.95
9/24/2015,-632.47,39.35
9/23/2015,174.93,-263.00
9/22/2015,-699.12,1248.38
9/21/2015,-1836.90,317.11
9/18/2015,470.29,1089.91
9/16/2015,-50.06,1038.36
9/15/2015,255.70,348.70
9/14/2015,-32.79,488.05
9/11/2015,240.57,442.28
9/10/2015,-272.18,312.36
9/9/2015,387.95,1016.02
9/8/2015,803.40,-278.69
9/7/2015,-1088.20,206.99
9/4/2015,-356.95,489.60
9/3/2015,458.68,320.63
9/2/2015,-1790.27,-168.75
9/1/2015,-697.54,-191.90
8/31/2015,538.57,658.84
8/28/2015,2512.12,431.52
8/27/2015,1384.78,9.50
8/26/2015,-88.74,243.46
8/25/2015,1023.50,1299.45
8/24/2015,-411.30,1214.41
8/21/2015,-2416.30,-439.00
8/20/2015,-1770.77,342.65
8/19/2015,-522.93,503.14
8/18/2015,20.38,407.76
8/17/2015,-601.57,-37.33
8/14/2015,435.06,-70.60
8/13/2015,-235.36,192.54
8/12/2015,-2501.15,333.18
8/11/2015,-857.03,-91.24
8/10/2015,613.50,-426.29
8/7/2015,85.03,-502.17
8/6/2015,266.07,-50.29
8/5/2015,599.03,227.54
8/4/2015,-231.31,849.48
8/3/2015,-188.32,462.95
7/31/2015,1153.15,341.33
7/30/2015,-212.95,-65.26
7/29/2015,-1391.7,-191.34
7/28/2015,-120.33,-406.51
7/27/2015,-1409.76,-798.72
7/24/2015,-35.56,-321.92
7/23/2015,-582.27,-357.95
7/22/2015,-294.96,-263.32
7/21/2015,1256.16,-13.42
7/20/2015,-133.73,-686.21
7/17/2015,263.89,-223.15
7/16/2015,1511.24,543.7
7/15/2015,1088.41,372.02
7/14/2015,888.69,-427.72
7/13/2015,15.54,-671.96
7/10/2015,7.49,-1058.16
7/9/2015,-1247.13,-496.96
7/8/2015,-271.32,-899.17
7/7/2015,956.93,-61.37
7/6/2015,-854.17,-266.33
7/3/2015,362.78,321.67
7/2/2015,361.88,551.18
7/1/2015,397.87,614.53
6/30/2015,352.68,179.61
6/29/2015,546.85,-68.3
6/26/2015,-264.66,120.91
6/25/2015,2228.74,-1082.32
6/24/2015,1488.78,585.77
6/23/2015,1394.06,990.11
6/22/2015,1417.98,779.37
6/19/2015,-156.29,893.98
6/18/2015,144.57,1090.53
6/17/2015,-219.26,786.19
6/16/2015,-563.97,274.48
6/15/2015,-146.12,132.74
6/12/2015,119.82,-42.35
6/11/2015,177.54,434.68
6/10/2015,32.32,31.75
6/9/2015,156.36,297.2
6/8/2015,-199.8,363.96
6/5/2015,-490.8,-49.63
6/4/2015,-0.41,196.93
6/3/2015,-576.92,31.38
6/2/2015,-2162.57,4.11
6/1/2015,66.38,-207.32
5/29/2015,3822.21,-1250.4
5/28/2015,650.35,-646.33
5/27/2015,-95.59,-538.06
5/26/2015,215.33,192.89
5/25/2015,167.8,-223.44
5/22/2015,327,9.47
5/21/2015,-312.53,235.03
5/20/2015,853.05,-11.2
5/19/2015,647.79,327.18
5/18/2015,228.85,-76.46
5/15/2015,-131.08,124.86
5/14/2015,-1661.89,111.49
5/13/2015,-649.39,428.45
5/12/2015,178.16,1212.16
5/11/2015,292.6,842.8
5/8/2015,194.6,1115.36
5/7/2015,-946.63,983.61
5/6/2015,-1924.6,1832.18
5/5/2015,-924.32,1030.4
5/4/2015,-280.5,749.38
4/30/2015,-504.06,-26.18
4/29/2015,-197.15,315.47
4/28/2015,-408.49,1263.64
4/27/2015,-420.85,916.12
4/24/2015,-530.43,883.9
4/23/2015,-585.24,497.28
4/22/2015,34.84,60.45
4/21/2015,318.7,-1293.93
4/20/2015,-1338.53,-199.25
4/17/2015,408.67,-892.53
4/16/2015,-1071.5,-376.05
4/15/2015,783.26,-20.17
4/13/2015,-165.87,105.67
4/10/2015,-214.09,-358.58
4/9/2015,248.18,-260.58
4/8/2015,1173.62,-257.54
4/7/2015,-88.31,172.17
4/6/2015,-752.53,486.13
4/1/2015,74.66,148.49
3/31/2015,587.9,631.11
3/30/2015,-227.57,885.54
3/27/2015,392.17,142.35
3/26/2015,-2167.2,-1468.15
3/25/2015,-1386.7,-186.52
3/24/2015,420.76,-348.64
3/23/2015,-427.13,-100.1
3/20/2015,-575.36,-18.54
3/19/2015,170.68,447.88
3/18/2015,-525.08,1311.48
3/17/2015,-487.26,799.35
3/16/2015,-139.59,276.97
3/13/2015,5.45,901.26
3/12/2015,125.52,-98.87
3/11/2015,337.08,-297.03
3/10/2015,-809.86,335.19
3/9/2015,-1884.68,174.95
3/5/2015,76.05,-153.59
3/4/2015,-3.44,202.91
3/3/2015,1184.64,-476.39
3/2/2015,850.98,-295.01
2/28/2015,2224.83,-674.5
2/27/2015,1127.57,-107.21
2/26/2015,-870.93,-803.07
2/25/2015,-931.1,385.62
2/24/2015,-251.9,446.62
2/23/2015,121.86,530.24
2/20/2015,-641.75,-324.81
2/19/2015,-503.09,47.26
2/18/2015,284.45,-289.78
2/16/2015,512.46,-390.14
2/13/2015,1137.37,-430.22
2/12/2015,-619.4,-214.28
2/11/2015,-202.41,-7.92
2/10/2015,403.49,80.47
2/9/2015,-1792.86,-197.63
2/6/2015,-1179.77,-369.44
2/5/2015,-575.5,274.94
2/4/2015,220.53,-876.95
2/3/2015,-474.2,-1549.75
2/2/2015,-3.39,-1886.57
1/30/2015,72.08,-1608.46
1/29/2015,1867.48,-873.54
1/28/2015,-1300.73,-487.61
1/27/2015,1731.69,-756.98
1/23/2015,1371.99,-219.6
1/22/2015,901.84,-501.3
1/21/2015,483.32,114.88
1/20/2015,1749.06,294.78
1/20/2015,56.02,92.27
1/20/2015,56.02,92.27
1/20/2015,56.02,92.27
1/20/2015,56.02,92.27
1/20/2015,56.02,92.27
1/20/2015,56.02,92.27
1/20/2015,56.02,92.27
1/20/2015,56.02,92.27
1/20/2015,56.02,92.27
1/20/2015,56.02,92.27
1/20/2015,56.02,92.27
1/20/2015,56.02,92.27
1/20/2015,56.02,92.27
1/20/2015,56.02,92.27
1/20/2015,56.02,92.27
1/19/2015,56.02,92.27
1/16/2015,-848.13,1205.94
1/15/2015,3896.76,-290.41
1/14/2015,178.2,-244.36
1/13/2015,440.83,-11.76
1/12/2015,-244.68,-196.86
1/9/2015,-62.16,574.39
1/8/2015,-176.83,508.18
1/7/2015,-216.92,-192.83
1/6/2015,-2817.44,259.65
1/5/2015,-605.12,-26.05
1/2/2015,-28.83,19.67
1/1/2015,-28.83,19.67
12/31/2014,130.81,-20.86
12/30/2014,472.52,-32.93
12/29/2014,548.28,-14.55
12/26/2014,-20.55,-54.77
12/24/2014,-1303.17,-1646.18
12/23/2014,1418.11,-135.99
12/22/2014,106.17,-63.02
12/19/2014,-79.95,355.37
12/18/2014,36.09,310.65
12/17/2014,-493.85,3.79
12/16/2014,-556.99,-1053.35
12/15/2014,178.63,-889.34
12/12/2014,351.66,-178.66
12/11/2014,-723.53,-403.53
12/10/2014,-845.08,-426.29
12/9/2014,210.5,-801.78
12/8/2014,60.29,-1171.54
12/5/2014,300.31,-130.34
12/4/2014,-756.81,16.85
12/3/2014,-996.98,-437.12
12/2/2014,-1295.79,-783.49
12/1/2014,-303.63,350.27
11/28/2014,1933.53,109.19
11/27/2014,2187.07,-705.8
11/26/2014,-113.94,-593.22
11/25/2014,-638.66,-306.94
11/24/2014,49.62,-157.16
11/21/2014,226.35,-380.38
11/20/2014,227.21,-308.5
11/19/2014,106.34,65.76
11/18/2014,-163.85,180.07
11/17/2014,-235.34,-473.37
11/14/2014,-208.47,98.14
11/13/2014,-394.9,-201.85
11/12/2014,179.68,556.49
11/11/2014,-347.63,-118.52
11/10/2014,-88.52,-393.05
11/7/2014,332.44,-535.48
11/5/2014,721.73,-836.03
11/3/2014,163.56,-846.21
10/31/2014,1485.22,322.47
10/30/2014,1286.49,531.25
10/29/2014,2166.72,-60.96
10/28/2014,592.15,-600.19
10/27/2014,680.01,-210.46
10/23/2014,0.07,12.5
10/22/2014,751.09,-109.23
10/21/2014,398.53,-152.92
10/20/2014,1455.01,627.71
10/17/2014,1030.18,-159.5
10/16/2014,-724.67,362.54
10/14/2014,-302.97,93.41
10/13/2014,-821.78,-21.45
10/10/2014,-1463.85,-176.29
10/9/2014,566.29,-71.32
10/8/2014,-195.89,-678.97
10/7/2014,152.18,-303.89
10/1/2014,72.26,124.62
9/30/2014,232,322.55
9/29/2014,99.37,-144.84
9/26/2014,-213.3,-1004.31
9/25/2014,121.07,-865.61
9/24/2014,-163.94,-558.62
9/23/2014,-315.61,-439.96
9/22/2014,164.93,-328.66
9/19/2014,-43.29,96.3
9/18/2014,644.82,80.87
9/17/2014,52.34,103.91
9/16/2014,-162.56,-29.99
9/15/2014,-1394.92,-531.76
9/12/2014,-496.93,-636.61
9/11/2014,32.41,-512.47
9/10/2014,-827.98,-759.18
9/9/2014,-267.63,-149.83
9/8/2014,192.71,-80.32
9/5/2014,-593.93,-630.97
9/4/2014,-591.32,-677.13
9/3/2014,-333.52,530.91
9/2/2014,190.46,-87.42
9/1/2014,-41.99,135.52
8/28/2014,847.03,-328.29
8/27/2014,437.8,205.47
8/26/2014,269.04,47.49
8/25/2014,191.55,168.4
8/22/2014,448.55,296.56
8/21/2014,-157.58,674.61
8/20/2014,276.72,180.19
8/19/2014,451.36,834.37
8/18/2014,217.7,672.67
8/14/2014,604.91,325.88
8/13/2014,717.77,248.26
8/12/2014,1390.77,639.29
8/11/2014,162.46,498.08
8/8/2014,-2720.07,-270
8/7/2014,-419.31,210.39
8/6/2014,-323.68,-190.58
8/5/2014,-201.35,108.16
8/4/2014,289.51,729.06
8/1/2014,-1145.73,518.75
7/31/2014,79.96,-122.02
7/30/2014,638.69,-373.22
7/28/2014,32.04,-57.74
7/25/2014,-31.27,59.23
7/24/2014,-81.46,180.01
7/23/2014,52.38,625.01
7/22/2014,1200.6,724.94
7/21/2014,294.99,410.13
7/18/2014,-375.16,317.93
7/17/2014,520,115.03
7/16/2014,-24.73,741.06
7/15/2014,67.29,312.04
7/14/2014,503.12,196.39
7/11/2014,-533.84,672.18
7/10/2014,-257.02,1012.51
7/9/2014,-662.63,457.05
7/8/2014,-549.62,266.55
7/7/2014,-850.6,222.23
7/4/2014,53.4,-756.15
7/3/2014,-266.88,-676.89
7/2/2014,560.98,76.14
7/1/2014,-47.41,663.94
6/30/2014,-324.23,-141.25
6/27/2014,-10.15,-896.37
6/26/2014,153.7,-1312.65
6/25/2014,177.82,-508.67
6/24/2014,623.57,-279.54
6/23/2014,-15.28,-457.44
6/20/2014,41.2,68.87
6/19/2014,-460.67,183.54
6/18/2014,216.13,308.03
6/17/2014,-189.73,-1233
6/16/2014,78.17,-397.63
6/13/2014,-574.76,452.54
6/12/2014,77.62,508.1
6/11/2014,77.62,508.1
6/10/2014,-959.6,268.99
6/9/2014,364.06,-174.74
6/6/2014,-421.36,607.32
6/5/2014,-889.76,865.26
6/4/2014,-645.32,788.7
6/3/2014,-132.47,543.59
6/2/2014,317.96,23.98
5/30/2014,211.63,-839.94
5/29/2014,-100.02,-2920.17
5/28/2014,714.43,-588.08
5/27/2014,15.55,-1002.13
5/26/2014,334.8,206.56
5/23/2014,-444.39,-24.15
5/22/2014,394.85,-487.35
5/21/2014,264.69,-1106.28
5/20/2014,652.28,-1013.51
5/19/2014,581.04,-1156.29
5/16/2014,0,-2379.27
5/15/2014,232.04,-1457.89
5/14/2014,-101.54,-1367.1
5/13/2014,1500.28,-193.8
5/12/2014,-258.04,-41.51
5/9/2014,593.7,-154.83
5/8/2014,-300.18,-319.05
5/7/2014,-511.96,-339.18
5/6/2014,-444.43,-194.53
5/5/2014,85.99,-228.72
5/2/2014,-243.43,-38.81
4/30/2014,-267.08,50.71
4/29/2014,-427.56,-690.52
4/28/2014,-237.94,-102.81
4/25/2014,-931.95,-234.06
4/23/2014,1710.02,-952.84
4/22/2014,923.08,-418.24
4/21/2014,377.94,-303.34
4/17/2014,716.44,-304.22
4/16/2014,196.58,-396.55
4/15/2014,-1028.54,-199.21
4/11/2014,-304.87,-719.83
4/10/2014,-354.92,-353.95
4/9/2014,120.96,-119.42
4/7/2014,98.35,-443.93
4/4/2014,-599.32,-659.31
4/3/2014,-122.54,-125.25
4/2/2014,225.04,406.94
3/28/2014,59.07,89.55
3/27/2014,739.53,284.5
3/26/2014,884.77,-554.25
3/24/2014,346.54,-731.43
3/22/2014,7.77,-15.02
3/21/2014,-802.19,-583.05
3/20/2014,-132.81,-624.37
3/19/2014,88.21,-240.92
3/18/2014,414.5,-632.37
3/14/2014,-678.93,-567.99
3/13/2014,426.9,-599.2
3/12/2014,-73.71,-357.33
3/11/2014,145.01,-587.56
3/10/2014,-144.72,-88.87
3/7/2014,1909.11,1106.34
3/6/2014,961.33,346.41
3/5/2014,628.28,369.6
3/4/2014,705.3,320.31
3/3/2014,-314.4,155.73
2/28/2014,-141.92,432.6
2/26/2014,1383.72,-366.67
2/25/2014,1046.34,-275.29
2/24/2014,601.8,-168.31
2/21/2014,230.52,35.23
2/20/2014,-318.57,-324.86
2/19/2014,181.53,-120.35
2/18/2014,625.07,-287.71
2/17/2014,236.13,-244.22
2/14/2014,-114.93,97.23
2/13/2014,-198.77,157.9
2/12/2014,86.88,481.93
2/11/2014,-534.1,259.65
2/10/2014,53.48,17.57
2/7/2014,36.88,564.9
2/6/2014,-247.15,142.41
2/5/2014,-446.37,-13.56
2/4/2014,-267.25,-5.28
2/3/2014,-592.61,-20.49
1/31/2014,-280.59,40.52
1/30/2014,-888.97,118.54
1/29/2014,-262.69,337.56
1/28/2014,15.64,-262.45
1/27/2014,-567.83,-579.18
1/24/2014,-941.66,-115.81
1/23/2014,123.18,-96.18
1/22/2014,92.12,-71.53
1/21/2014,63.79,-79.44
