Date,IndexFutNet,IndexOptNet
1/20/2014,-101.15,230.5
1/17/2014,-245.19,19.36
1/16/2014,367.44,-21.26
1/15/2014,486.65,38.08
1/13/2014,-413.42,-3.23
1/10/2014,145.19,-28.39
1/8/2014,-452.16,-40.42
1/7/2014,-1329.45,134.41
1/6/2014,-396.21,56.38
1/3/2014,-608.74,-305.15
1/2/2014,-26.23,-89.01
1/1/2014,-15.37,23.96
12/31/2013,13.62,-217.65
12/30/2013,-41.8,34.76
12/27/2013,285.02,35.86
12/26/2013,706.98,-1131.2
12/24/2013,212.55,-206.62
12/23/2013,537.26,46.13
12/20/2013,347.37,234.49
12/19/2013,-574.31,-150.58
12/18/2013,548.93,-140.46
12/17/2013,-20.06,-23.11
12/16/2013,-563.52,71.68
12/13/2013,-901.83,-675.78
12/12/2013,-518.59,-596.07
12/11/2013,86.6,-491.93
12/10/2013,183.26,-691.43
12/9/2013,1945,24.82
12/6/2013,-18.09,-316
12/5/2013,771.76,697.45
12/4/2013,-435.8,-259.02
12/3/2013,133.84,-315.49
12/2/2013,520.82,-139.92
11/29/2013,545.57,-17.83
11/28/2013,1032.35,20.7
11/27/2013,-7.46,-97.7
11/26/2013,-16,-489.6
11/25/2013,534.55,-90.05
11/22/2013,55.66,-101.26
11/21/2013,-1189.02,-266.1
11/20/2013,-171.63,-522.57
11/19/2013,72.23,-130.39
11/18/2013,313.14,175.02
11/14/2013,114.42,406.53
11/12/2013,-167.27,-405.64
11/12/2013,-530.57,-207.82
11/12/2013,-530.57,-207.82
11/12/2013,-692.27,-207.82
11/12/2013,-692.27,-207.82
11/12/2013,-530.57,-207.82
11/12/2013,-530.57,-207.82
11/12/2013,-692.27,-207.82
11/12/2013,-692.27,-207.82
11/12/2013,-530.57,-560.62
11/12/2013,-530.57,-560.62
11/12/2013,-692.27,-560.62
11/12/2013,-692.27,-560.62
11/12/2013,-530.57,-560.62
11/12/2013,-530.57,-560.62
11/12/2013,-692.27,-560.62
11/11/2013,-692.27,-560.62
11/8/2013,-1087.27,-334.06
11/7/2013,10.55,-18.69
11/6/2013,-932.81,-311.73
11/5/2013,-763.16,-188.15
11/1/2013,-7.59,16.5
10/31/2013,490.42,277.43
10/30/2013,194.82,-115.83
10/29/2013,1086.35,-165.15
10/28/2013,111.17,-451.27
10/25/2013,-254.87,-259.98
10/23/2013,-68.12,-268.86
10/22/2013,109.6,-293.09
10/21/2013,167.21,-405.34
10/18/2013,664.8,-53.69
10/17/2013,155.44,-268.22
10/15/2013,794.93,-339.55
10/14/2013,709.23,-259.27
10/11/2013,1012.27,-73.59
10/10/2013,506.18,-232.94
10/9/2013,506.1,-451.52
10/8/2013,-168.9,-3.27
10/7/2013,-268.36,-110.26
10/4/2013,317.86,-43.66
10/3/2013,232.89,-198.83
10/1/2013,-352.87,-64.76
9/30/2013,-864.55,160.33
9/27/2013,-243.02,-46.98
9/26/2013,1497.07,-324.33
9/25/2013,-129.95,-306.87
9/24/2013,855.87,-637.43
9/20/2013,-88.5,-748.22
9/19/2013,3010.27,-922.51
9/18/2013,144.32,-520.2
9/17/2013,592.02,-193.49
9/16/2013,-46.43,-242.75
9/13/2013,6.51,-184.44
9/12/2013,-343.57,-310.26
9/11/2013,-272.84,-314.57
9/10/2013,2957.61,-68.51
9/6/2013,1064.7,778
9/5/2013,1198.09,395.27
9/4/2013,647.83,317.87
9/3/2013,-1850.87,224.16
9/2/2013,-18.32,414.59
8/30/2013,-155.13,457.15
8/29/2013,574.89,1273.76
8/28/2013,-370.3,986.48
8/27/2013,-542.14,400.26
8/26/2013,-963.77,570.53
8/22/2013,-662.4,800.52
8/21/2013,198.84,1405.6
8/20/2013,-159.44,557.81
8/19/2013,-1215.81,320.54
8/16/2013,-987.2,744.82
8/14/2013,-682.82,844.39
8/13/2013,-292.04,398.38
8/12/2013,-101.15,347.77
8/8/2013,392.44,-313.24
8/6/2013,-534.97,-21.59
8/5/2013,-356.58,100.78
8/2/2013,-564.75,205.54
8/1/2013,37.8,405.8
7/31/2013,-1132.09,-6.44
7/30/2013,-858.76,-154.29
7/29/2013,23.57,-119.52
7/26/2013,-194.6,20.33
7/25/2013,332.96,-117.76
7/24/2013,481.23,-675.24
7/23/2013,1030.62,-83.21
7/22/2013,713.48,-173.64
7/19/2013,511.43,-395.17
7/18/2013,30.02,324.23
7/17/2013,220.03,93.73
7/16/2013,-264.83,-438.29
7/15/2013,-214.55,237.23
7/12/2013,71.04,543.33
7/11/2013,1536.18,-37.14
7/10/2013,-172.88,236.09
7/9/2013,339.28,-371.32
7/8/2013,-446.49,299.07
7/5/2013,123.95,164.36
7/4/2013,18.05,301.6
7/3/2013,-705.65,80.8
7/2/2013,-154.12,86.79
6/28/2013,89.28,151.12
6/27/2013,47.22,1063.87
6/26/2013,57.28,467.95
6/25/2013,-576.52,414.18
6/24/2013,-32.6,452.55
6/21/2013,-268.72,579.07
6/20/2013,-1070.58,321.99
6/19/2013,-360.37,628.88
6/18/2013,-320.71,562.08
6/17/2013,-320.89,477.11
6/14/2013,546.74,353.62
6/13/2013,-483.99,4.23
6/12/2013,-483.47,-235.13
6/11/2013,-1857.98,-433.03
6/10/2013,-2.32,74.87
6/7/2013,-508.97,-75.73
6/6/2013,-1134.78,-44.01
6/5/2013,-597.18,-261.22
6/4/2013,-419.99,-48.52
6/3/2013,-1075.64,369.43
5/31/2013,-1827.54,262.12
5/30/2013,1168.14,-234.71
5/29/2013,415.84,-61.09
5/28/2013,574.47,-211.74
5/27/2013,166.65,-125.32
5/24/2013,227.03,-245.72
5/23/2013,-495.37,77.55
5/22/2013,561.22,-267.67
5/21/2013,384.71,-209.38
5/20/2013,116.14,-270.59
5/17/2013,-310.18,-107.7
5/16/2013,62.2,-195.22
5/15/2013,246.06,-383.52
5/14/2013,324.17,-178.12
5/13/2013,-38.68,-279.14
5/10/2013,1.65,4.66
5/9/2013,326.97,-243.68
5/8/2013,1081.59,-404.01
5/7/2013,540.46,-523.57
5/6/2013,421.95,-114.52
5/3/2013,-12.61,-684.58
5/2/2013,662.55,-763.12
4/30/2013,-27.62,-198.57
4/29/2013,7.43,-387.92
4/26/2013,290.2,-479.41
4/25/2013,3716.23,-133.91
4/23/2013,930.63,-560.86
4/22/2013,1217.73,-453.89
4/18/2013,784.44,-79.59
4/17/2013,407.22,-14.05
4/16/2013,1264.98,370.43
4/15/2013,-110.52,342.93
4/12/2013,-401.79,-39.02
4/10/2013,267.51,940.03
4/9/2013,-14.84,715.67
4/8/2013,-324.92,82.24
4/5/2013,-1106.02,119.85
4/4/2013,-985.12,221.52
4/3/2013,-722.15,501.7
4/2/2013,137.94,108.34
3/28/2013,-417.56,84.87
3/26/2013,-385.09,236.4
3/25/2013,198.01,-2.32
3/22/2013,-316.19,149.74
3/21/2013,-129.55,525.04
3/20/2013,-362.44,-34.32
3/19/2013,-805.54,-27.37
3/18/2013,-699.3,-20.71
3/15/2013,298.38,-535.78
3/14/2013,45.42,-269.74
3/13/2013,-223.24,41.94
3/12/2013,-517.56,125.08
3/11/2013,-68.07,380.88
3/8/2013,568.96,495.17
3/7/2013,409.58,203.77
3/6/2013,191.18,607.68
3/5/2013,175.13,655.37
3/4/2013,399.36,570.68
3/1/2013,-263.01,570.49
2/28/2013,-1498.33,513.24
2/27/2013,1.4,1149.28
2/26/2013,-1271.04,408.04
2/25/2013,-431.84,291.93
2/22/2013,-699.02,371.4
2/21/2013,-485.73,82.64
2/20/2013,365.55,127.8
2/18/2013,-420.91,413.42
2/15/2013,-743.69,124.89
2/14/2013,-390.09,339.17
2/13/2013,151.94,911.51
2/12/2013,-236.53,171.42
2/11/2013,318.7,296.28
2/8/2013,-300.8,280.02
2/7/2013,-105.22,17.39
2/6/2013,-563.7,602.27
2/5/2013,-663.02,184.13
2/4/2013,-710.34,376.6
2/1/2013,-99.98,-258.49
1/31/2013,-458.27,-533.83
1/30/2013,333.71,-161.78
1/29/2013,669.78,583.04
1/28/2013,-36.2,108.54
1/24/2013,-312.98,333.87
1/23/2013,-297.02,-310.67
1/22/2013,-33.35,-102.02
1/21/2013,-81.68,240.68
1/18/2013,215.96,12.8
1/17/2013,76.09,375.97
1/16/2013,-343.3,195.79
1/15/2013,-103.06,67.34
1/14/2013,-92.43,244.21
1/11/2013,179.97,298.94
1/10/2013,56.22,-362.55
1/9/2013,-15.4,-187.91
1/8/2013,53.31,-239.87
1/7/2013,-185.07,-367.27
1/4/2013,-254.71,-95.2
1/3/2013,432.57,56.68
1/2/2013,373.89,-159.16
1/1/2013,-144.14,-218.93
12/31/2012,-250.46,-246.09
12/28/2012,218.88,-152.41
12/27/2012,-426.74,-886.73
12/26/2012,163.03,-111.5
12/24/2012,178.28,318.67
12/20/2012,-123.03,-55.7
12/19/2012,-166.47,47.77
12/18/2012,-14.31,-101.18
12/17/2012,64.59,-479.27
12/14/2012,-134.13,-21.83
12/13/2012,-349.83,-636.61
12/12/2012,-76,-348.4
12/11/2012,487.18,-349.12
12/10/2012,103.1,-398.79
12/7/2012,369.46,-303.85
12/6/2012,-106.78,-464.54
12/5/2012,-83.84,-238.89
12/4/2012,-308.94,-150.95
12/3/2012,-251.05,-73.24
11/30/2012,596.2,-12.96
11/29/2012,2346.88,-516.38
11/27/2012,1342.09,139.83
11/26/2012,161.35,-27.11
11/23/2012,13.26,-99.07
11/22/2012,-38.47,-60.68
11/21/2012,-108.81,257.17
11/20/2012,278.16,270.81
11/19/2012,-52.46,83.97
11/16/2012,35592.78,277.71
11/15/2012,-1256.46,-321.89
11/12/2012,60.93,18.72
11/9/2012,-285.67,-372.56
11/8/2012,-399.42,-397.05
11/7/2012,-118.31,54.97
11/6/2012,-151.43,-20.86
11/5/2012,-116.17,-10.99
11/2/2012,720.43,253.08
11/1/2012,232.83,109.52
10/31/2012,-162.51,201.89
10/30/2012,-536.42,-107.4
10/29/2012,-118.57,-30.77
10/26/2012,-351.83,-50.07
10/25/2012,904.52,-730.68
10/23/2012,88.11,-367.66
10/19/2012,235.44,294.66
10/18/2012,35.46,45.06
10/17/2012,198.25,36.94
10/16/2012,-133.18,-150.92
10/15/2012,284.51,28.39
10/12/2012,-287.26,-279.81
10/11/2012,-125.81,-311.76
10/10/2012,-1008.09,-424.31
10/9/2012,-6.33,-87.38
10/8/2012,228.06,-433.94
10/5/2012,-616.25,-433.55
10/4/2012,714.02,-157.66
10/3/2012,970.41,-73.7
10/1/2012,93.16,-299.93
9/28/2012,998.67,-579.55
9/27/2012,372.4,-187.21
9/26/2012,400.51,-769.31
9/25/2012,644.99,-610.31
9/24/2012,-129.88,-387.84
9/21/2012,-408.98,-344.76
9/20/2012,-4.86,-429.49
9/18/2012,113.92,-629.41
9/17/2012,1122.22,428.08
9/14/2012,903.23,498.65
9/13/2012,98.2,-160.6
9/12/2012,437.39,-28.3
9/11/2012,102.69,142.31
9/10/2012,-470.52,22.54
9/7/2012,20.35,19.52
9/6/2012,-296.25,139.07
9/5/2012,-387.41,-513.69
9/4/2012,-317.46,-406.91
9/3/2012,-189.98,-254.12
8/31/2012,-741.39,-271.77
8/30/2012,945.2,-531.29
8/29/2012,-6.81,-579.35
8/28/2012,433.65,-581.87
8/27/2012,383.43,-550.59
8/24/2012,146.79,-571.75
8/23/2012,-3.75,-77.41
8/22/2012,183.79,-214.22
8/21/2012,264.15,18.94
8/17/2012,279.34,-166.11
8/16/2012,-14.15,-341.15
8/14/2012,289.48,-427.63
8/13/2012,-27.7,-441.59
8/10/2012,-21.28,-624.94
8/9/2012,27.23,-330.99
8/8/2012,709.97,159.05
8/7/2012,676.87,542.31
8/6/2012,381.26,614.86
8/3/2012,-347.69,-146.88
8/2/2012,-86.81,-141.4
8/1/2012,-59.46,89.67
7/31/2012,187.15,156.56
7/30/2012,-28.85,911.97
7/27/2012,1450.95,135.94
7/26/2012,-442.07,-79.09
7/25/2012,-447.63,74.54
7/24/2012,-254.96,109.99
7/23/2012,-488.14,-312.42
7/20/2012,-207.46,-131.74
7/19/2012,653.93,112.35
7/18/2012,-272.75,-270.18
7/17/2012,129.35,-411.32
7/16/2012,56.85,-96.35
7/13/2012,-39.3,-292.46
7/12/2012,-415.52,-479.76
7/11/2012,-150.52,30213.18
7/10/2012,-207.36,90.7
7/9/2012,64.71,-308.4
7/6/2012,-329.68,-186.64
7/5/2012,124,-355
7/4/2012,248.95,67.21
7/3/2012,415.95,-151.91
7/2/2012,-41.97,-52.11
6/29/2012,1568.34,-841.37
6/28/2012,31.23,45.83
6/27/2012,635.7,36.8
6/26/2012,800.44,-161.92
6/25/2012,-72.48,-266.62
6/22/2012,150.31,-343.43
6/21/2012,122.11,-96.32
6/20/2012,185.98,-7.5
6/19/2012,-253.99,-10.69
6/18/2012,189.45,-359.62
6/15/2012,197.47,-192.93
6/14/2012,-92.03,-244.94
6/13/2012,1076.56,-50.32
6/12/2012,-3.5,-249.92
6/11/2012,527.04,-42.17
6/8/2012,-162.89,274.83
6/7/2012,1131.51,641.11
6/6/2012,-40.27,578.28
6/5/2012,285.52,279.12
6/4/2012,-347.83,105.81
6/1/2012,-495.97,123.3
5/31/2012,-1251.78,146.09
5/30/2012,-254.57,283.85
5/29/2012,216.41,326.69
5/28/2012,96.33,296.22
5/25/2012,-397.67,208.56
5/24/2012,-660.81,638.56
5/23/2012,-812.25,177.19
5/22/2012,571.92,247.39
5/21/2012,-546.8,79.45
5/18/2012,-19.85,264.23
5/17/2012,-245.68,370.34
5/16/2012,-756.01,91.97
5/15/2012,-66.53,89.97
5/14/2012,-327.06,278.7
5/11/2012,-379.35,-49.05
5/10/2012,-45.54,160.53
5/9/2012,145.19,-191.32
5/8/2012,-75.66,-104.39
5/7/2012,-58.9,-590.71
5/4/2012,-1038.13,-177.85
5/3/2012,-237.16,-216.02
5/2/2012,79.59,-125.36
4/30/2012,274.64,75.45
4/27/2012,14.51,4.23
4/26/2012,-348.47,60.69
4/25/2012,-314.83,218.53
4/24/2012,-32.83,138.79
4/23/2012,-508.25,-177.32
4/20/2012,-102.69,-498.84
4/19/2012,653.11,-371.46
4/18/2012,589.46,-297
4/17/2012,503.41,-43.65
4/16/2012,-333.58,101.86
4/13/2012,214.5,-104.75
4/12/2012,192.66,13.3
4/11/2012,-311.1,143.87
4/10/2012,-687.25,245.67
4/9/2012,-1091.98,-260.51
4/4/2012,-168.37,-151.06
4/3/2012,541.1,125.29
3/30/2012,192.11,-113.13
3/29/2012,-540.28,680.91
3/28/2012,173.36,282.21
3/27/2012,-555.85,673.02
3/26/2012,-1434.59,-159.74
3/22/2012,-391.05,210.14
3/21/2012,-988.61,-63.7
3/20/2012,-193.32,240.54
3/19/2012,-327.18,-154.76
3/16/2012,341.51,-229.14
3/15/2012,-502.91,-264.74
3/14/2012,870.17,-296.68
3/13/2012,-47.33,131.77
3/12/2012,-673.82,292.07
3/9/2012,491.21,39.23
3/7/2012,-742.67,-183.41
3/6/2012,-376.4,301.97
3/5/2012,132.49,-34.4
3/2/2012,20.66,10.01
3/1/2012,-351.6,-519.83
2/29/2012,-156.9,-275.16
2/28/2012,940.35,-492.05
2/27/2012,-763.03,-654.44
2/24/2012,338.01,-672.46
2/23/2012,137.13,-284.62
2/22/2012,-346.98,-696.09
2/21/2012,-55.41,-351.19
2/17/2012,800.41,446.17
2/15/2012,-329.57,-946.17
2/14/2012,190.93,-444.89
2/13/2012,38.48,-98.97
2/10/2012,-1366,-436.24
2/9/2012,-57.55,-259.17
2/8/2012,184.33,-564.31
2/7/2012,692.95,-107.63
2/6/2012,318.57,-61.02
2/3/2012,107.41,262.39
2/2/2012,328.76,596.65
2/1/2012,-427.18,-339.73
1/31/2012,382.55,-26.33
1/30/2012,-1154.94,-159.75
1/27/2012,164.72,522.17
1/25/2012,-14.64,196.45
1/24/2012,184.64,521.19
1/23/2012,323.45,76.41
1/20/2012,538.79,380.15
1/19/2012,1133.35,536.29
1/18/2012,-370.34,-6.47
1/17/2012,1046.75,264.58
1/16/2012,-126.55,-145.38
1/13/2012,395.85,328.39
1/12/2012,-114.54,217.9
1/11/2012,271.74,38.41
1/10/2012,1054.36,93
1/9/2012,107.69,-387.58
1/6/2012,-9.01,-5
1/5/2012,313.55,79.42
1/4/2012,-148.96,52.46
1/3/2012,765.93,373.42
1/2/2012,-419.15,86.38
12/30/2011,-109,-141.73
12/29/2011,-105.56,-132.26
12/28/2011,181.62,-12.1
12/27/2011,317.32,-52.19
12/26/2011,272.03,121.35
12/23/2011,78.96,-101.24
12/22/2011,298.19,-331.93
12/21/2011,1493.86,68.04
12/20/2011,290.81,-197.45
12/19/2011,-1006.8,-27.5
12/16/2011,611.15,-182.82
12/15/2011,-697.97,-6.48
12/14/2011,-310.75,-23.11
12/13/2011,-507.62,49.87
12/12/2011,-235.31,122.57
12/9/2011,-1091.51,102.12
12/8/2011,-1080.54,-313.4
12/7/2011,539.81,-230.07
12/5/2011,-216.27,-283.41
12/2/2011,631.25,-394.04
12/1/2011,1035.88,311.93
11/30/2011,363.13,608.18
11/29/2011,245.47,266.01
11/28/2011,531.08,529.61
11/25/2011,-232.27,51.96
11/24/2011,-307.78,304.65
11/23/2011,-1288.36,806.61
11/22/2011,108.96,386.92
11/21/2011,169.21,297.61
11/18/2011,-648.15,-14.55
11/17/2011,-1076.01,200.15
11/16/2011,-827.57,-126.09
11/15/2011,-924.47,-142.42
11/14/2011,521.6,-89.88
11/11/2011,-1323.92,-479.21
11/9/2011,535.29,-275.29
11/8/2011,256.5,-217.86
11/4/2011,314.43,36.63
11/3/2011,-434.46,-65.15
11/2/2011,-266.69,-363.49
11/1/2011,-497.97,-368.21
10/31/2011,-233.82,-582.88
10/28/2011,1218.41,472.88
10/25/2011,200.72,-31.07
10/24/2011,917.2,22.53
10/21/2011,485.73,-402.91
10/20/2011,-609.92,-526.57
10/19/2011,276.49,104.97
10/18/2011,-229.42,-319.44
10/17/2011,140.56,-305.58
10/14/2011,83.47,8.91
10/13/2011,231.15,-49.17
10/12/2011,581.41,102.93
10/11/2011,631.45,-179.45
10/10/2011,357.9,77.33
10/7/2011,1581.59,-34.61
10/5/2011,74.53,-137.75
10/4/2011,-589.16,-271.01
10/3/2011,-471.06,-179.03
9/29/2011,-87.95,-308.26
9/28/2011,-58.35,16.92
9/27/2011,1255.82,432.52
9/26/2011,-113.18,-89.73
9/23/2011,-446.78,367.76
9/22/2011,-1813.16,-395.82
9/21/2011,-88.97,-292.33
9/20/2011,99.61,-321.37
9/19/2011,-34.37,-254.07
9/16/2011,88.37,265.96
9/15/2011,254.5,401.08
9/14/2011,-614.51,433.85
9/13/2011,132.61,289.3
9/12/2011,-1075.25,-83.85
9/9/2011,-715.89,146.42
9/8/2011,-23.09,603.5
9/7/2011,282.3,458.61
9/6/2011,-1078.18,507.25
9/5/2011,-566.08,349.56
9/2/2011,539.17,413.98
8/30/2011,515.01,464.01
8/29/2011,1079.13,361.22
8/26/2011,594.23,-126.3
8/25/2011,-179.66,381.77
8/24/2011,338.61,166.95
8/23/2011,488.49,148.27
8/22/2011,-632.26,257.95
8/18/2011,402.99,-383.21
8/17/2011,-139.78,190.36
8/16/2011,799.31,514.16
8/12/2011,-648.49,116.36
8/10/2011,-29.5,-362.08
8/9/2011,-168.53,718.87
8/8/2011,126.99,531.65
8/5/2011,81.25,316.3
8/4/2011,-635.51,-157.94
8/3/2011,-1354.39,-182.67
8/2/2011,-630.81,-407.9
8/1/2011,56.59,-70.96
7/29/2011,-904.28,33.64
7/28/2011,-481.22,-326.21
7/27/2011,-665.48,-700.22
7/26/2011,-311.63,-896.59
7/25/2011,79.15,-290.75
7/22/2011,641.41,96.98
7/21/2011,-150.58,-107.2
7/20/2011,56.43,-392.71
7/19/2011,-874.41,-19
7/18/2011,151.03,-144.16
7/15/2011,-187.74,-206.51
7/14/2011,-105.76,169.22
7/13/2011,357.18,17.79
7/12/2011,-645.04,-376.96
7/11/2011,-678.48,-254.87
7/8/2011,-562.13,-698.75
7/7/2011,601.05,-16.66
7/6/2011,10.33,-278.1
7/5/2011,-158.1,-634.97
7/4/2011,731.14,-160.39
7/1/2011,-133.77,-157.53
6/30/2011,1091.19,-27.25
6/29/2011,728.28,-52.28
6/28/2011,452.26,-488.31
6/27/2011,-182.77,-304.23
6/24/2011,2787.01,482.17
6/23/2011,161.64,-79.29
6/22/2011,435.55,118.31
6/21/2011,492.07,236.85
6/20/2011,789.59,139.13
6/17/2011,-299.36,-138.33
6/16/2011,-732.24,-340.28
6/15/2011,-457.81,-512.84
6/14/2011,333.47,-167.23
6/13/2011,-391.26,-145.51
6/10/2011,-391.26,-145.51
6/9/2011,-268.19,-270.26
6/8/2011,120.85,-177.89
6/7/2011,-197.5,-253.28
6/6/2011,33.42,-491.47
6/3/2011,135.55,-327.94
6/2/2011,1290.68,-126.74
6/1/2011,1121.69,398.04
5/31/2011,-224.95,-9.17
5/30/2011,986.17,260.38
5/27/2011,456.72,230.27
5/26/2011,-780.57,79.66
5/25/2011,85.1,81.56
5/24/2011,-816.46,-119.25
5/23/2011,66.48,451.93
5/20/2011,331.58,109.95
5/19/2011,111.49,44.95
5/18/2011,-421.92,522.05
5/16/2011,187.67,464.93
5/13/2011,-1407.37,-31.77
5/12/2011,21.75,255.59
5/11/2011,665.81,153.25
5/10/2011,539.33,252.75
5/9/2011,895.76,774.27
5/6/2011,-1346.81,277.65
5/5/2011,-611.47,-171.85
5/4/2011,-1637.63,-593.84
5/3/2011,-918.38,-252.08
5/2/2011,-1240.94,-352.91
4/29/2011,191.45,-58.57
4/28/2011,-384.85,-407.25
4/27/2011,-264.22,-543.44
4/26/2011,32.7,-308.25
4/25/2011,204.36,84.04
4/21/2011,858.38,-121.46
4/20/2011,-556.5,-212.1
4/19/2011,-55.74,-182.81
4/18/2011,-970.1,-574.42
4/15/2011,-77.28,-1055.89
4/13/2011,-1950.96,-436.08
4/11/2011,-788.38,-560.53
4/8/2011,-269.09,-358.98
4/7/2011,-117.32,-305.01
4/6/2011,-613.1,-575.39
4/5/2011,1392.87,-510.69
4/4/2011,-123.15,-647.51
4/1/2011,1337.64,-463.46
3/31/2011,768.79,-292.45
3/30/2011,98.44,-107.86
3/29/2011,847.98,-80.53
3/28/2011,3102.03,-229.08
3/25/2011,685.94,-96.69
3/24/2011,358.5,-118.7
3/23/2011,1664.48,127.46
3/22/2011,-97.23,-25.91
3/21/2011,-510.02,-272.61
3/18/2011,-565.7,-175.61
3/17/2011,706.95,288.26
3/16/2011,-1614.33,-116.17
3/15/2011,1261.89,-69.3
3/14/2011,-101.71,-318.19
3/11/2011,-547.21,-128.76
3/10/2011,93.51,31.96
3/9/2011,418.18,-61.24
3/8/2011,-1922.97,-343.27
3/7/2011,-33.75,376.77
3/4/2011,200.18,-531.29
3/3/2011,1606.42,391.15
3/1/2011,1104.53,472.04
2/28/2011,-382.26,-176.3
2/25/2011,-382.26,-176.3
2/24/2011,-382.26,-176.3
2/23/2011,-467.61,123.02
2/22/2011,-467.61,123.02
2/21/2011,324.03,347.19
2/18/2011,571.45,342.14
2/17/2011,0.71,131.35
2/16/2011,-844.56,416.59
2/15/2011,865.76,1057.04
2/14/2011,1230.46,81.36
2/11/2011,-779.74,-104.89
2/10/2011,843.1,305.74
2/9/2011,-484.98,208.07
2/8/2011,132.33,314.76
2/7/2011,-406.88,309.17
2/4/2011,-421.43,114.6
2/3/2011,963.24,574.78
2/2/2011,729.73,3.12
2/1/2011,-479.66,-279.4
1/31/2011,-320.59,-412.41
1/28/2011,-1171.8,-40.07
1/27/2011,85.04,623.67
1/25/2011,-260.99,548.78
1/24/2011,-922.59,226.78
1/21/2011,-813.89,333.71
1/20/2011,195.52,409.14
1/19/2011,89.46,405.2
1/18/2011,606.13,339.97
1/17/2011,207.84,206.91
1/14/2011,-35.42,437.92
1/13/2011,-217.16,715.61
1/12/2011,475.22,471.11
1/11/2011,-525.33,462.46
1/10/2011,-1229.64,-627.81
1/7/2011,130.62,-433.83
1/6/2011,-1641.8,-494.69
1/5/2011,108.74,-486.8
1/4/2011,-81.81,-295.92
1/3/2011,-73.74,-26.73
12/31/2010,506.56,246.93
12/30/2010,1493.56,-434.65
12/29/2010,-218.43,-374.66
12/28/2010,357.32,-465.4
12/27/2010,586.8,-372.82
12/24/2010,396.61,-15.41
12/23/2010,130.35,-77.33
12/22/2010,701.78,348.7
12/21/2010,142.29,307.66
12/20/2010,-345.25,251
12/16/2010,-607.97,366.09
12/15/2010,744.9,-255.61
12/14/2010,402.78,47.59
12/13/2010,812.33,-90.56
12/10/2010,450.26,3.85
12/9/2010,-1276.38,-194.08
12/8/2010,-791.14,-76.67
12/7/2010,-594.12,232.73
12/6/2010,333.19,481.82
12/3/2010,606.11,693.54
12/2/2010,937.07,753.24
12/1/2010,529.72,575.16
11/30/2010,697.57,526.08
11/29/2010,167.84,358.66
11/26/2010,-679.01,535.24
11/25/2010,-481.96,258.07
11/24/2010,-1591.97,547.78
11/23/2010,445.99,787.31
11/22/2010,3.55,258.02
11/19/2010,-939.62,362.62
11/18/2010,300.95,386.06
11/16/2010,-682.11,150.41
11/15/2010,-1543.6,-466.2
11/12/2010,-407.73,-305.14
11/11/2010,-816.51,-403.84
11/10/2010,-885.57,260.33
11/9/2010,-96.96,-151.63
11/8/2010,60.68,27.01
11/4/2010,214.72,-244.27
11/3/2010,-110.23,-773.57
11/2/2010,1516.15,-74.44
11/1/2010,-1317.61,-255.93
10/29/2010,-70.72,-145.62
10/28/2010,-372.11,-471.69
10/27/2010,-134.77,-852.89
10/26/2010,650.74,-88.35
10/25/2010,149.68,-392.14
10/22/2010,1114.63,-166.09
10/21/2010,-372.25,-261.43
10/20/2010,480.68,-149.37
10/19/2010,-174.13,-870.05
10/18/2010,-526.11,-663.38
10/15/2010,-65.24,-606.48
10/14/2010,-202.18,-1004.44
10/13/2010,-350.8,-896.79
10/12/2010,212.17,-597.13
10/11/2010,-321.21,-1036.16
10/8/2010,-63.61,-804.21
10/7/2010,285.96,-1117.39
10/6/2010,-725.01,-1176.46
10/5/2010,-892.45,-470.46
10/4/2010,173.43,-637.77
10/1/2010,580.55,-481.73
9/29/2010,-601.74,-476.89
9/28/2010,268.24,-262.19
9/27/2010,-698.46,-739.29
9/24/2010,-1000.4,-758
9/23/2010,-1717.4,-860.26
9/22/2010,-517.18,-618.09
9/21/2010,1276.62,-494.45
9/20/2010,498.71,-124.46
9/17/2010,-647.05,-853.13
9/16/2010,63.22,-159.62
9/15/2010,1624.79,-672.79
9/14/2010,25.38,594.72
9/13/2010,212.17,471.68
9/9/2010,-587.39,-58.42
9/8/2010,-71.38,529.6
9/7/2010,820.46,647.52
9/6/2010,89.14,323.04
9/3/2010,944.25,229.72
9/2/2010,667.48,260.21
9/1/2010,-706.48,-242.87
8/31/2010,419.84,306.88
8/30/2010,-221.77,-87.05
8/27/2010,-238.33,-216.87
8/26/2010,-888.43,-288.39
8/25/2010,-1160.17,-217.53
8/24/2010,-610.17,88.44
8/23/2010,-781.04,-132.7
8/20/2010,432.99,321.01
8/18/2010,160.95,-125.83
8/17/2010,114.23,-556.26
8/16/2010,485.79,-75.67
8/13/2010,-697.73,-370.09
8/12/2010,-836.66,-279.93
8/11/2010,-329.62,47.13
8/10/2010,210.39,107.32
8/9/2010,526.35,-598.69
8/6/2010,-289.57,-5.33
8/5/2010,-2.18,151.65
8/4/2010,249.28,406.32
8/3/2010,638.84,367.87
8/2/2010,-424.43,-183.17
7/30/2010,505.61,-671.12
7/29/2010,-738.75,-658.32
7/28/2010,247.99,36.75
7/27/2010,13.95,-277.19
7/26/2010,-49.76,566.01
7/23/2010,32.33,-127.99
7/22/2010,73.23,338.9
7/21/2010,-77.32,121.66
7/20/2010,-378.48,-79.28
7/19/2010,-67.65,418.41
7/16/2010,-457.71,-175.23
